Title,location,Price,urls
Beautiful 5 Marla House For Sale In Dha Phase 2 Islamabad,"DHA Phase 2 - Sector J, DHA Defence Phase 2",4.5 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_j_beautiful_5_marla_house_for_sale_in_dha_phase_2_islamabad-46787983-8399-1.html
Beautiful 2 Bed Flat/Apartment for sale at Capital Residencia E-11,"Capital Residencia, Margalla Hills-2",1.85 Crore,https://www.zameen.com//Property/margalla_hills_2_capital_residencia_beautiful_2_bed_flat_apartment_for_sale_at_capital_residencia_e-11-48165695-10573-1.html
01 kanal most beautiful and ultra luxrious house for sale,"DHA Defence Phase 2, DHA Defence",12.5 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_01_kanal_most_beautiful_and_ultra_luxrious_house_for_sale-48165684-339-1.html
10 Marla beautiful front back open,"E-18, Islamabad",2.65 Crore,https://www.zameen.com//Property/islamabad_e-18_10_marla_beautiful_front_back_open-46287181-332-1.html
13 marla double story Kothi (House) for sale Demand 270 Final 250Al - Qaim Town Pindorian Islamabad,"Al Qaim Town, Islamabad",2.7 Crore,https://www.zameen.com//Property/islamabad_al_qaim_town_13_marla_double_story_kothi_house_for_sale_demand_270_final_250al_-_qaim_town_pindorian_islamabad-48103120-12619-1.html
MODERN 5 MARLA 2.5 STORY HOUSE AVAILABLE FOR SALE IN GHOURI TOWN ISLAMABAD,"Ghauri Town Phase 5A, Ghauri Town",2 Crore,https://www.zameen.com//Property/ghauri_town_ghauri_town_phase_5a_modern_5_marla_2_5_story_house_available_for_sale_in_ghouri_town_islamabad-48150540-16786-1.html
Peak Location Brand New Double Unit House For Sale At DHA 2,"DHA Defence Phase 2, DHA Defence",10.5 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_peak_location_brand_new_double_unit_house_for_sale_at_dha_2-46150040-339-1.html
30 Marla Triple Unit Well Maintained House For Sale Near Mc Donald's,"DHA Defence Phase 2, DHA Defence",16.9 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_30_marla_triple_unit_well_maintained_house_for_sale_near_mc_donald_s-46150053-339-1.html
Single Unit Designer House Near Mc Donald'S At Dha2,"DHA Defence Phase 2, DHA Defence",13 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_single_unit_designer_house_near_mc_donald_s_at_dha2-46150071-339-1.html
5 Marla Brand New House For Sale At A Prime Location In Bahria Enclave,"Bahria Enclave, Bahria Town",2.4 Crore,https://www.zameen.com//Property/bahria_town_bahria_enclave_5_marla_brand_new_house_for_sale_at_a_prime_location_in_bahria_enclave-47592876-1705-1.html
Beautiful 35x80 Triple Storey House In I-8/3 For Sale,"I-8/3, I-8",12.75 Crore,https://www.zameen.com//Property/i_8_i-8_3_beautiful_35x80_triple_storey_house_in_i-8_3_for_sale-48003675-3443-1.html
1250 Square Feet Flat For Sale In Bahria Enclave,"Bahria Enclave, Bahria Town",1.63 Crore,https://www.zameen.com//Property/bahria_town_bahria_enclave_1250_square_feet_flat_for_sale_in_bahria_enclave-48018637-1705-1.html
Modern House On A Walking Distance From Mosque And Park,"DHA Phase 1 - Sector A, DHA Defence Phase 1",7.15 Crore,https://www.zameen.com//Property/dha_defence_phase_1_dha_phase_1_-_sector_a_modern_house_on_a_walking_distance_from_mosque_and_park-46849872-3189-1.html
You Can Find A Gorgeous House For sale In I-8/3,"I-8/3, I-8",9.5 Crore,https://www.zameen.com//Property/i_8_i-8_3_you_can_find_a_gorgeous_house_for_sale_in_i-8_3-47495688-3443-1.html
Brand New Spacious Apartment For Sale In Askari Tower 3 Dha 5 Islamabad,"Askari Tower 3, DHA Defence Phase 5",3.55 Crore,https://www.zameen.com//Property/dha_defence_phase_5_askari_tower_3_brand_new_spacious_apartment_for_sale_in_askari_tower_3_dha_5_islamabad-47836546-17434-1.html
35x70 10 Marla Brand New Luxury House For Sale G-13,"G-13, Islamabad",8.5 Crore,https://www.zameen.com//Property/islamabad_g-13_35x70_10_marla_brand_new_luxury_house_for_sale_g-13-47863526-330-1.html
30x60 Double Storey Used House For Sale In G-13 Investor Price,"G-13, Islamabad",4.9 Crore,https://www.zameen.com//Property/islamabad_g-13_30x60_double_storey_used_house_for_sale_in_g-13_investor_price-47861968-330-1.html
"1125 Square Feet House For Sale In Rs. 21,000,000 Only","B-17, Islamabad",2.1 Crore,https://www.zameen.com//Property/islamabad_b-17_1125_square_feet_house_for_sale_in_rs_21_000_000_only-47026203-616-1.html
One Bed Room Furnished Apartment For Sale In E11,"E-11, Islamabad",90 Lakh,https://www.zameen.com//Property/islamabad_e-11_one_bed_room_furnished_apartment_for_sale_in_e11-47593893-329-1.html
Ground Floor Flat For Sale In I-8/1,"I-8/1, I-8",2.2 Crore,https://www.zameen.com//Property/i_8_i-8_1_ground_floor_flat_for_sale_in_i-8_1-48105886-3441-1.html
New A+ Construction Quality Designer Kanal House,"DHA Defence Phase 2, DHA Defence",10.7 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_new_a_construction_quality_designer_kanal_house-47949395-339-1.html
Kanal Brand New House Available For Sale In Dha Phase 2 islamabad,"DHA Phase 2 - Sector G, DHA Defence Phase 2",11.75 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_g_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-46793354-3202-1.html
Kanal Brand New House Available For Sale In Dha Phase 2 islamabad,"DHA Phase 2 - Sector C, DHA Defence Phase 2",12 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_c_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-46793413-3198-1.html
Kanal Corner House Available For Sale In Dha Phase 2 Islamabad,"DHA Phase 2 - Sector D, DHA Defence Phase 2",10 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_d_kanal_corner_house_available_for_sale_in_dha_phase_2_islamabad-46813921-3199-1.html
Kanal brand new house for sale in dha phase 2 islamabad,"DHA Phase 2 - Sector G, DHA Defence Phase 2",7.6 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_g_kanal_brand_new_house_for_sale_in_dha_phase_2_islamabad-47289805-3202-1.html
12 Marla House Available For Sale In DHA Phase 2 Islamabad,"DHA Phase 2 - Sector G, DHA Defence Phase 2",6.75 Crore,https://www.zameen.com//Property/dha_defence_phase_2_dha_phase_2_-_sector_g_12_marla_house_available_for_sale_in_dha_phase_2_islamabad-47924634-3202-1.html
Top Location Beautiful Double Unit House With Best Design For Sale,"DHA Defence Phase 2, DHA Defence",9 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_top_location_beautiful_double_unit_house_with_best_design_for_sale-46150095-339-1.html
Full Furnished Designer House At Peak Location At DHA 2,"DHA Defence Phase 2, DHA Defence",14.8 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_full_furnished_designer_house_at_peak_location_at_dha_2-46150116-339-1.html
Top Location Beautiful House With Best Design For Sale,"DHA Defence Phase 2, DHA Defence",11.25 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_top_location_beautiful_house_with_best_design_for_sale-46150128-339-1.html
Single Unit Brand New House At Investor Price Near Giga Mall,"DHA Defence Phase 2, DHA Defence",8.25 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_single_unit_brand_new_house_at_investor_price_near_giga_mall-46150151-339-1.html
Most Beautiful Luxurious Designer House Of Dha-2 Islamabad For Sale,"DHA Defence Phase 2, DHA Defence",11.5 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_most_beautiful_luxurious_designer_house_of_dha-2_islamabad_for_sale-47251792-339-1.html
One Kanal Beautiful Luxurious House Prime Location Of Dha Phase 2,"DHA Defence Phase 2, DHA Defence",9.5 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_one_kanal_beautiful_luxurious_house_prime_location_of_dha_phase_2-47394321-339-1.html
12 Marla Luxurious Brand New House Three sides Corner for Sale,"DHA Defence Phase 2, DHA Defence",6.25 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_12_marla_luxurious_brand_new_house_three_sides_corner_for_sale-47589873-339-1.html
Ultra-Modern Designer Brand New 1 Kanal House For Sale,"DHA Defence Phase 2, DHA Defence",13.95 Crore,https://www.zameen.com//Property/dha_defence_dha_defence_phase_2_ultra-modern_designer_brand_new_1_kanal_house_for_sale-47590121-339-1.html
